,colony,treatment,week,date,exp_date,bees_sum_perweek,comb_sum_perweek,first_comb_frame,bees_percombcm2,combcm2_perbee,nframes_with_comb,avg_comb_perframe,initial_region,nestarea_seasontotal,prop_area_seasontotal,days_since_last_insp,nestheight,nestwidth,nestaspecthw,nestdepth,nestarea,nestareagrowth,nestcentX,nestcentY,nestcentZ,nestheightperc,nestwidthperc,nestdepthperc,nestareaperc,initialN,initialE,initialQ,initialQl,bees_sumgrowth,nframes_growth,Weight_Day_Mean,Weight_Gain,Temp_Day_Mean,Temp_Week_Mean,Temp_OO_Mean,Amb_Temp_Day_Mean,Amb_Temp_Day_Min,Amb_Temp_Day_Max,Amb_Temp_Day_Diff,Precip_Day_Ttl,Cloud_Cover_Mean,Wind_Mean,Nest_Amb_Diff,Nest_Amb_Diff_Mean,Nest_Amb_Diff_Min,Nest_Amb_Diff_Max,Gram_perBee
37,DD4,DD,11,20210623,80,8700.0,7150.0,10.0,200.0,0.005,10.0,715.0,3,7275.0,0.9828178694158076,8.0,20.095290423861854,43.1,0.5455551222573594,11.0,7355.727059386008,11.275611074280942,346.0,91.25,5.873205741626794,0.9850632560716596,1.0,1.0,0.8366005936247223,0.0,1.0,3.0,SE,-2800.0,0.0,5.928949357520785,-0.09145880574452114,34.37000642260758,33.739789480231096,-0.341682723185613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6814884318989407
38,DD4,DD,12,20210706,87,8800.0,7275.0,10.0,72.72727272727273,0.01375,10.0,727.5,3,7275.0,1.0,7.0,15.764992150706439,43.1,0.3807115404758089,10.0,5921.380517560486,0.47153387764953436,294.9,105.6,5.773371104815864,0.7727937328777666,1.0,1.0,0.6734657792594156,0.0,1.0,3.0,SE,100.0,0.0,5.6613756613756605,-0.2675736961451243,34.694859514687096,34.18587169917243,-0.1389846743295018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433381433381432
39,DD5,DD,0,0,0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10700.0,0.0,2.522108843537415,0.0,29.006790123456792,28.1635152397298,-4.629887766554433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2425104657247514
40,DD5,DD,1,20210412,8,5000.0,1475.0,9.0,0.0,0.0,6.0,245.83333333333331,3,7875.0,0.1873015873015873,8.0,19.689324960753535,23.478335949764524,0.9292359459008499,6.0,1695.6678700196421,1695.6678700196421,133.83333333333334,107.0,8.1205047318612,0.9651629882722321,0.5447409733124019,0.6,0.1928560882147812,0.0,1.0,3.0,SE,5000.0,6.0,5.657272432782635,3.1351635892452205,28.037242798353912,30.80794542366125,-5.3234567901234575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131454486556527
41,DD5,DD,2,20210419,15,4300.0,2175.0,9.0,0.0,0.0,7.0,310.7142857142857,3,7875.0,0.2761904761904762,7.0,19.824646781789642,27.470329670329672,0.7967808293857276,7.0,2573.6959961948805,878.0281261752382,166.0,122.0,7.4044665012406945,0.9717964108720414,0.6373626373626374,0.7,0.29271825624344666,0.0,1.0,3.0,SE,-700.0,1.0,2.2747543461829176,-3.3825180865997178,28.74375,30.11864347492182,-4.925370370370371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5290126386471902
42,DD5,DD,3,20210426,22,4200.0,2675.0,9.0,0.0,0.0,7.0,382.1428571428572,3,7875.0,0.3396825396825397,7.0,19.892307692307696,30.78571428571429,0.7141256710830992,7.0,2900.9267732872654,327.23077709238515,181.42857142857142,121.42857142857143,7.333455612619222,0.975113122171946,0.7142857142857143,0.7,0.3299357141721561,0.0,1.0,3.0,SE,-100.0,0.0,2.789387755102041,0.5146334089191233,27.10222222222222,32.52932554536242,-6.253377777777774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6641399416909621
43,DD5,DD,4,20210502,28,6300.0,3275.0,9.0,0.0,0.0,8.0,409.375,3,7875.0,0.4158730158730159,6.0,19.959968602825747,35.45431711145997,0.6563270264645141,8.0,3617.5483953431644,716.6216220558988,195.875,118.5,7.029558091893474,0.9784298334718504,0.8226059654631084,0.8,0.41144037979882225,0.0,1.0,3.0,SE,2100.0,1.0,3.7974300831443686,1.0080423280423276,34.72873563218389,32.52932554536242,-0.4119923371647499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027666798641854
44,DD5,DD,5,20210508,34,8100.0,4377.5,9.0,0.0,0.0,9.0,486.3888888888889,3,7875.0,0.5558730158730159,6.0,19.892307692307696,42.761695447409735,0.5436285733933719,9.0,4626.173093632092,1008.6246982889279,232.33333333333334,113.33333333333333,6.6837953572233495,0.975113122171946,0.9921507064364208,0.9,0.5261558952768405,0.0,1.0,3.0,SE,1800.0,1.0,5.501889644746787,1.7044595616024183,26.77083333333333,32.44362052941086,-6.559166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6792456351539243
45,DD5,DD,6,20210517,43,6400.0,5825.0,9.0,200.0,0.005,10.0,582.5,3,7875.0,0.7396825396825397,9.0,19.959968602825747,43.1,0.49224047045865743,10.0,6132.4308407985845,1506.2577471664927,266.3,120.1,6.02843433445886,0.9784298334718504,1.0,1.0,0.6974695010234503,0.0,1.0,3.0,SE,-1700.0,1.0,7.628684807256235,2.126795162509448,35.250179211469536,32.47116356968483,-0.1826433691756251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1919820011337867
46,DD5,DD,7,20210524,50,8700.0,5962.5,9.0,114.28571428571428,0.00875,10.0,596.25,3,7875.0,0.7571428571428571,7.0,20.0276295133438,43.1,0.47924476917505066,10.0,6307.374487405398,174.94364660681316,272.9,122.2,5.934861907243356,0.981746544771755,1.0,1.0,0.7173666447619989,0.0,1.0,3.0,SE,2300.0,0.0,6.49659863945578,-1.1320861678004546,35.174265644955305,33.81704575540619,-0.1731162196679423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7467354757995149
47,DD5,DD,8,20210531,57,7700.0,6512.5,9.0,123.07692307692308,0.008125,10.0,651.25,3,7875.0,0.8269841269841269,7.0,20.0276295133438,43.1,0.4998983770179989,11.0,6731.704619303103,424.3301318977052,322.45,81.15,5.8438295705313195,0.981746544771755,1.0,1.0,0.7656276578980827,0.0,1.0,3.0,SE,-1000.0,0.0,8.016628873771728,1.5200302343159473,34.28153500321128,34.13530564457908,-0.4902440590879888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0411206329573672
48,DD5,DD,9,20210608,65,7100.0,7737.5,9.0,76.19047619047619,0.013125,10.0,773.75,3,7875.0,0.9825396825396824,8.0,20.43359497645212,43.1,0.4600129683980616,10.0,7883.149146534114,1151.4445272310113,313.8,139.9,5.527720739219713,1.0016468125711824,1.0,1.0,0.8965867279166229,0.0,1.0,3.0,SE,-600.0,0.0,9.929138321995463,1.9125094482237355,34.84185645272599,34.38351119226304,-0.1601449275362311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.398470186196544
49,DD5,DD,10,20210615,72,13500.0,7787.5,9.0,150.0,0.0066666666666666,10.0,778.75,3,7875.0,0.9888888888888888,7.0,20.095290423861854,43.1,0.4606673689270246,10.0,8013.814388629987,132.23091768962172,315.5,142.1,5.516306916653537,0.9850632560716596,1.0,1.0,0.9114478855181734,0.0,1.0,3.0,SE,6400.0,0.0,9.816515495086923,-0.11262282690853986,36.038387978142055,34.70629298553878,-1.366120218460054e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7271492959323648
50,DD5,DD,11,20210623,80,9000.0,7762.5,9.0,130.2325581395349,0.0076785714285714,10.0,776.25,3,7875.0,0.9857142857142858,8.0,20.095290423861854,43.1,0.4604195196900364,10.0,7987.912071350943,0.6683878265710064,334.0,151.7,5.51844262295082,0.9850632560716596,1.0,1.0,0.908501896109247,0.0,1.0,3.0,SE,-4500.0,0.0,8.85185185185185,-0.9646636432350739,34.62661111111113,34.98312760398393,-0.3463666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9835390946502054
51,DD5,DD,12,20210706,87,9400.0,7875.0,9.0,146.9387755102041,0.0068055555555555,10.0,787.5,3,7875.0,1.0,7.0,16.103296703296706,43.1,0.36357927786499217,10.0,6489.093572254166,0.0,314.6,110.6,5.5,0.7893772893772896,1.0,1.0,0.7380343901840415,0.0,1.0,3.0,SE,400.0,0.0,7.074263038548754,-1.7775888133030957,35.048372615039284,34.64336263984,-0.1817508417508413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7525811743136972
52,DD6,DD,0,0,0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10700.0,0.0,2.984126984126985,0.0,29.775420875420867,20.964215067340064,-4.289326599326598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869352869352871
53,DD6,DD,1,20210412,8,4200.0,1237.5,5.0,0.0,0.0,6.0,206.25,2,5412.5,0.2286374133949191,8.0,19.080376766091053,26.59073783359498,0.879105653326493,6.0,1309.0741823303413,1309.0741823303413,319.3333333333333,92.33333333333333,4.686761963952765,0.9353125865730909,0.6169544740973313,0.6,0.14888701404967258,1.0,0.0,2.0,NW,4200.0,6.0,6.127135298563871,3.1430083144368863,32.304380341880346,31.265466935621703,-1.4235683760683744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4588417377533027
54,DD6,DD,2,20210419,15,4300.0,1800.0,5.0,533.3333333333334,0.001875,8.0,225.0,2,5412.5,0.3325635103926097,7.0,19.554003139717427,29.364835164835167,0.8593475072178924,8.0,2101.530354709207,792.4561723788659,318.75,99.0,4.54933110367893,0.958529565672423,0.6813186813186813,0.8,0.2390166910865301,1.0,0.0,2.0,NW,100.0,2.0,1.8603552532123973,-4.266780045351474,35.51017983301222,33.11206875986607,-0.1185998715478464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4326407565610226
55,DD6,DD,3,20210426,22,4000.0,2087.5,5.0,266.6666666666667,0.00375,8.0,260.9375,2,5412.5,0.3856812933025404,7.0,19.554003139717427,29.906122448979595,0.8169963224042178,8.0,2479.064182749299,377.5338280400921,317.0,108.625,4.36578947368421,0.958529565672423,0.6938775510204082,0.8,0.2819553458383717,1.0,0.0,2.0,NW,-300.0,0.0,2.7120181405895702,0.851662887377173,33.842243867243845,32.76972642520695,-1.034076479076479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6780045351473926
56,DD6,DD,4,20210502,28,4600.0,2775.0,5.0,177.77777777777777,0.005625,8.0,346.875,2,5412.5,0.5127020785219399,6.0,19.689324960753535,33.83045525902669,0.665578341623382,8.0,3018.082340888536,539.0181581392368,315.75,110.125,4.283958205285803,0.9651629882722321,0.7849293563579278,0.8,0.3432603544980365,1.0,0.0,2.0,NW,600.0,0.0,3.159297052154196,0.44727891156462585,36.10146198830411,34.30439639498365,0.3969278752436669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6868037069900427
57,DD6,DD,5,20210508,34,5100.0,3487.5,5.0,123.07692307692308,0.008125,8.0,435.9375,2,5412.5,0.6443418013856813,6.0,19.554003139717427,39.85227629513344,0.5352419959407985,8.0,3731.792355699919,713.710014811383,307.25,110.75,4.229187314172448,0.958529565672423,0.924646781789639,0.8,0.4244338696715253,1.0,0.0,2.0,NW,500.0,0.0,3.944255479969767,0.784958427815571,32.52744107744107,33.96749433364687,-1.217721661054994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7733834274450524
58,DD6,DD,6,20210517,43,4100.0,4317.5,5.0,126.3157894736842,0.0079166666666666,9.0,479.72222222222223,2,5412.5,0.7976905311778291,9.0,19.959968602825747,42.761695447409735,0.4864289350218925,8.0,4529.146986807767,797.3546311078474,301.875,117.25,4.266961325966851,0.9784298334718504,0.9921507064364208,0.9,0.5151206708984767,1.0,0.0,2.0,NW,-1000.0,1.0,4.008881330309903,0.06462585034013557,35.49650726676042,35.02209463112906,0.0096905766526035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9777759342219275
59,DD6,DD,7,20210524,50,5500.0,4340.0,5.0,105.26315789473684,0.0095,9.0,482.22222222222223,2,5412.5,0.8018475750577367,7.0,19.824646781789642,42.694034536891685,0.5830687313616474,10.0,4566.169263201478,40.00255362040962,303.0,98.5,4.346756639094471,0.9717964108720414,0.9905808477237049,0.9,0.5193313842865973,1.0,0.0,2.0,NW,1400.0,0.0,3.862244897959185,-0.14663643235071788,36.57188405797102,35.806273516027154,0.5335845410628043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022263450834881
60,DD6,DD,8,20210531,57,4900.0,4630.0,5.0,74.4186046511628,0.0134375,9.0,514.4444444444445,2,5412.5,0.8554272517321017,7.0,19.959968602825747,43.03233908948195,0.6119428265089452,9.0,4828.685449085564,267.4741585976251,301.77777777777777,111.22222222222223,4.311839551434117,0.9784298334718504,0.9984301412872842,0.9,0.5491885547843096,1.0,0.0,2.0,NW,-600.0,0.0,4.4332955404384,0.5710506424792152,35.31902937420178,35.806273516027154,-0.1621392081736891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904754191926204
61,DD6,DD,9,20210608,65,4600.0,5112.5,5.0,83.33333333333333,0.012,9.0,568.0555555555555,2,5412.5,0.9445727482678984,8.0,19.824646781789642,43.1,0.5043365152060056,9.0,5308.90836848059,480.222919395026,305.22222222222223,119.33333333333333,4.51323706377858,0.9717964108720414,1.0,0.9,0.6038065111324087,1.0,0.0,2.0,NW,-300.0,0.0,4.23941798941799,-0.19387755102041027,36.196835443037976,35.66315286978924,0.5956680731364298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216126063952153
62,DD6,DD,10,20210615,72,5200.0,5075.0,5.0,109.80392156862744,0.0091071428571428,9.0,563.8888888888889,2,5412.5,0.9376443418013856,7.0,19.824646781789642,43.1,0.5058031513597707,9.0,5354.683778603098,45.77541012250755,305.55555555555554,119.33333333333333,4.522122122122122,0.9717964108720414,1.0,0.9,0.6090127585873139,1.0,0.0,2.0,NW,600.0,0.0,4.1007180650037816,-0.1386999244142082,37.70560035842294,36.18593094754594,1.6834184587813652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7885996278853427
63,DD6,DD,11,20210623,80,5100.0,4975.0,5.0,81.63265306122449,0.01225,9.0,552.7777777777778,2,5412.5,0.9191685912240184,8.0,19.689324960753535,42.9646781789639,0.5036792000543924,9.0,5352.655725129324,6.89446621107129,305.77777777777777,120.0,4.525715429257555,0.9651629882722321,0.9968602825745684,0.9,0.6087820987590788,1.0,0.0,2.0,NW,-100.0,0.0,3.766250944822375,-0.3344671201814067,34.26111111111109,34.765311103246695,-0.3230666666666657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7384805774161519
64,DD6,DD,12,20210706,87,4400.0,4925.0,5.0,64.0,0.015625,9.0,547.2222222222222,2,5412.5,0.9099307159353348,7.0,15.697331240188385,43.1,0.36217031493590546,9.0,4641.82069357196,2.032631472586644,299.22222222222223,97.66666666666667,4.64605991223049,0.769477021577862,1.0,0.9,0.5279355686242618,1.0,0.0,2.0,NW,-700.0,0.0,3.751889644746788,-0.01436130007558667,35.36136801541427,34.93763795475795,0.1621579961464373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8527021919879064
65,DD7,DD,0,0,0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10700.0,0.0,1.6411564625850323,0.0,19.59953703703704,26.648055853350485,-13.880462962962964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1578035060177915
66,DD7,DD,1,20210412,8,7100.0,1950.0,3.0,285.7142857142857,0.0035,6.0,325.0,1,8225.0,0.2370820668693009,8.0,20.0276295133438,25.64348508634223,0.8836911691590897,6.0,2190.361843659817,2190.361843659817,156.66666666666666,129.83333333333334,3.2257231404958677,0.981746544771755,0.5949764521193093,0.6,0.24911990396931638,1.0,1.0,1.0,NE,7100.0,6.0,4.762660619803476,3.1215041572184443,32.912621359223294,31.259790673455772,-0.8835706580366764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707972703948557
67,DD7,DD,2,20210419,15,8000.0,3600.0,3.0,180.0,0.0055555555555555,8.0,450.0,1,8225.0,0.4376899696048632,7.0,19.959968602825747,34.71004709576138,0.7187158056923657,8.0,3815.519375975002,1625.1575323151847,203.75,128.5,3.990378833433554,0.9784298334718504,0.8053375196232339,0.8,0.433956527907625,1.0,1.0,1.0,NE,900.0,2.0,2.1766817838246384,-2.585978835978838,28.628472222222214,27.917537524491014,-4.839814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2720852229780798
68,DD7,DD,3,20210426,22,8000.0,4725.0,3.0,181.8181818181818,0.0055,9.0,525.0,1,8225.0,0.574468085106383,7.0,20.0276295133438,38.22841444270016,0.6349849601444383,9.0,4910.801013778778,1095.281637803776,225.77777777777777,131.44444444444446,4.518413597733711,0.981746544771755,0.8869701726844585,0.9,0.558527934782173,1.0,1.0,1.0,NE,0.0,1.0,3.5340589569160983,1.3573771730914599,27.39166666666667,27.917537524491014,-5.95537037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4417573696145123
69,DD7,DD,4,20210502,28,7900.0,5637.5,3.0,123.07692307692308,0.008125,9.0,626.3888888888889,1,8225.0,0.6854103343465046,6.0,20.230612244897962,43.1,0.5207723175337651,9.0,5792.638034965708,881.8370211869312,256.3333333333333,133.44444444444446,4.725844930417495,0.9916966786714688,1.0,0.9,0.6588233059193973,1.0,1.0,1.0,NE,-100.0,0.0,4.916477702191986,1.3824187452758876,34.68133528265107,33.26741886177299,-0.4237865497076019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223389496445553
70,DD7,DD,5,20210508,34,9500.0,6487.5,3.0,98.24561403508773,0.0101785714285714,10.0,648.75,1,8225.0,0.7887537993920972,6.0,20.230612244897962,43.1,0.5330233560096376,10.0,6694.824260872568,902.1862259068589,274.8,131.4,5.046637554585153,0.9916966786714688,1.0,1.0,0.7614330854911705,1.0,1.0,1.0,NE,1600.0,1.0,5.602229780801207,0.6857520786092213,28.979861111111106,31.49902806358176,-4.350138888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897083979790745
71,DD7,DD,6,20210517,43,7900.0,7525.0,3.0,63.49206349206349,0.01575,10.0,752.5,1,8225.0,0.9148936170212766,9.0,20.43359497645212,43.1,0.48642594621741314,10.0,7764.853657228622,1070.0293963560548,300.8,141.3,5.353980865899141,1.0016468125711824,1.0,1.0,0.8831324390642626,1.0,1.0,1.0,NE,-1600.0,0.0,6.423847316704459,0.8216175359032523,33.764921652421656,32.28306286261805,-0.65048433048433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8131452299625898
72,DD7,DD,7,20210524,50,7500.0,7687.5,3.0,49.23076923076923,0.0203125,10.0,768.75,1,8225.0,0.9346504559270516,7.0,20.501255886970174,43.1,0.48395502028426735,10.0,7865.702393061079,101.3156917112945,304.2,142.8,5.376512340700113,1.004963523871087,1.0,1.0,0.894602428581625,1.0,1.0,1.0,NE,-400.0,0.0,6.23771730914588,-0.186130007558579,34.10364758698091,33.90583801922582,-0.5141189674523002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8316956412194506
73,DD7,DD,8,20210531,57,7200.0,7862.5,3.0,61.53846153846154,0.01625,10.0,786.25,1,8225.0,0.9559270516717324,7.0,20.501255886970174,43.1,0.4781742246971358,10.0,8023.295424169913,166.3873668269386,310.0,143.4,5.4231199105859815,1.004963523871087,1.0,1.0,0.9125262071982523,1.0,1.0,1.0,NE,-300.0,0.0,6.565381708238849,0.32766439909296885,34.143217450579414,33.64682905237631,-0.361295160190865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9118585705887292
74,DD7,DD,9,20210608,65,5600.0,8137.5,3.0,36.36363636363637,0.0275,10.0,813.75,1,8225.0,0.9893617021276596,8.0,20.43359497645212,43.1,0.47032151200880107,10.0,8357.196345531574,333.90092136166163,317.8,146.8,5.498586683417085,1.0016468125711824,1.0,1.0,0.9505022912437531,1.0,1.0,1.0,NE,-1600.0,0.0,7.16912320483749,0.6037414965986407,34.95641592920354,34.09548935995523,-0.0897148475909527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2802005722924088
75,DD7,DD,10,20210615,72,6300.0,8175.0,3.0,36.36363636363637,0.0275,10.0,817.5,1,8225.0,0.993920972644377,7.0,20.501255886970174,43.1,0.4714285714285714,10.0,8365.5832393554,12.909956650212166,318.2,147.5,5.5,1.004963523871087,1.0,1.0,0.9514561711654838,1.0,1.0,1.0,NE,700.0,0.0,6.29081632653061,-0.8783068783068799,34.66795735129068,33.59013667146878,-0.3868125701459028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998542274052478
76,DD7,DD,11,20210623,80,6200.0,8125.0,3.0,36.36363636363637,0.0275,10.0,812.5,1,8225.0,0.9878419452887538,8.0,20.568916797488228,43.1,0.47315541601255895,10.0,8344.071222937191,0.0,318.0,146.8,5.5,1.0082802351709916,1.0,1.0,0.9490095108203893,1.0,1.0,1.0,NE,-100.0,0.0,5.097127739984881,-1.1936885865457292,31.79513888888889,33.5911316973227,-1.6976851851851833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8221173774169162
77,DD7,DD,12,20210706,87,5200.0,8150.0,3.0,36.36363636363637,0.0275,10.0,815.0,1,8225.0,0.9908814589665652,7.0,16.57692307692308,43.1,0.3725274725274726,10.0,6651.012812240464,0.0,316.8,113.2,5.5,0.8125942684766216,1.0,1.0,0.756450208389116,1.0,1.0,1.0,NE,-1000.0,0.0,4.768896447467874,-0.3282312925170068,33.37766554433222,33.5911316973227,-0.4558136924803582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9170954706668988
78,SH2,SH,0,0,0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10700.0,0.0,2.341458805744518,0.0,29.837333333333348,25.42837252475248,-4.072166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2251402697831267
79,SH2,SH,1,20210412,8,4500.0,1425.0,8.0,0.0,0.0,6.0,237.5,3,8075.0,0.1764705882352941,8.0,19.824646781789642,22.19277864992151,1.0438699343767317,6.0,1672.2193601039019,1672.2193601039019,131.83333333333334,121.33333333333333,7.7426608369768894,0.9717964108720414,0.5149136577708007,0.6,0.19018918157771506,0.0,1.0,3.0,SE,4500.0,6.0,5.881632653061223,3.5401738473167046,27.676388888888884,30.699884185916183,-5.657896825396825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3070294784580494
80,SH2,SH,2,20210419,15,4500.0,2562.5,8.0,0.0,0.0,9.0,284.72222222222223,3,8075.0,0.3173374613003096,7.0,20.0276295133438,25.37284144427002,0.9898948710506418,11.0,2873.394688431103,1201.1753283272012,351.6388888888889,106.16666666666666,6.515829463908823,0.981746544771755,0.5886970172684459,0.9,0.3268043638177407,0.0,1.0,3.0,SE,0.0,3.0,1.722978080120936,-4.158654572940287,32.50977777777778,27.054035383597885,-1.5119222222222215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828840178046525
81,SH2,SH,3,20210426,22,3600.0,3050.0,8.0,0.0,0.0,9.0,338.8888888888889,3,8075.0,0.3777089783281733,7.0,20.16295133437991,40.39356357927787,0.9574168550083653,13.0,3374.420034428457,501.0253459973536,354.7083333333333,96.02777777777777,6.550813743218807,0.9883799673715642,0.9372056514913658,0.9,0.38378827560489254,0.0,1.0,3.0,SE,-900.0,0.0,3.8613151927437626,2.1383371126228266,24.09938271604938,28.85167091550425,-9.230617283950616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.072587553539934
82,SH2,SH,4,20210502,28,6100.0,3450.0,8.0,200.0,0.005,10.0,345.0,3,8075.0,0.4272445820433436,6.0,20.095290423861854,42.55871271585558,0.7837315431523955,13.0,4029.8338123661506,655.4137779376938,360.73333333333335,99.91666666666666,5.739105988192296,0.9850632560716596,0.9874411302982732,1.0,0.4583314922394512,0.0,1.0,3.0,SE,2500.0,1.0,4.247354497354496,0.3860393046107333,33.85126705653021,33.141574615551214,-0.4582992202729037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962876225171305
83,SH2,SH,5,20210508,34,6600.0,4825.0,8.0,200.0,0.005,10.0,482.5,3,8075.0,0.5975232198142415,6.0,19.959968602825747,43.1,0.5792006112318839,12.0,5227.122419701852,1197.2886073357013,341.5,103.0,5.141838019303399,0.9784298334718504,1.0,1.0,0.594504619865094,0.0,1.0,3.0,SE,500.0,0.0,3.088057445200301,-1.1592970521541948,25.125694444444445,29.595194535432512,-8.204305555555553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4678874916970153
84,SH2,SH,6,20210517,43,6400.0,6612.5,8.0,141.1764705882353,0.0070833333333333,10.0,661.25,3,8075.0,0.8188854489164087,9.0,19.959968602825747,43.1,0.4536353111678097,10.0,7039.863453344147,1812.741033642295,305.5,128.7,5.472857142857143,0.9784298334718504,1.0,1.0,0.8006759762231186,0.0,1.0,3.0,SE,-200.0,0.0,2.8442932728647,-0.243764172335601,33.79298540965207,32.56566538423932,-0.7759708193041523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444208238851093
85,SH2,SH,7,20210524,50,7900.0,7187.5,8.0,114.28571428571428,0.00875,10.0,718.75,3,8075.0,0.8900928792569659,7.0,19.959968602825747,43.1,0.4530238290742493,10.0,7402.4592712602525,370.49744386584507,311.0,133.7,5.515701436010731,0.9784298334718504,1.0,1.0,0.8419156625335804,0.0,1.0,3.0,SE,1500.0,0.0,2.050075585789869,-0.794217687074831,35.63695545766029,34.168498691040234,0.0660548213411667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2595032387075784
